"id","kode_kbli","nama_kbli","keterangan","versi","created_at","created_by_id","rejected_at","rejected_by_id","status","updated_at","verified_at","verified_by_id"
"699","12099","INDUSTRI BUMBU ROKOK SERTA KELENGKAPAN ROKOK LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"700","13","INDUSTRI TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"701","131","INDUSTRI PEMINTALAN, PENENUNAN DAN PENYELESAIAN AKHIR TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"702","1311","INDUSTRI PENGOLAHAN DAN PEMINTALAN SERAT TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"703","13111","INDUSTRI PERSIAPAN SERAT TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"704","13112","INDUSTRI PEMINTALAN BENANG","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"705","13113","INDUSTRI PEMINTALAN BENANG JAHIT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"706","1312","INDUSTRI PERTENUNAN TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"707","13121","INDUSTRI PERTENUNAN (BUKAN PERTENUNAN KARUNG GONI DAN KARUNG LAINNYA)","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"708","13122","INDUSTRI KAIN TENUN IKAT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"709","13123","INDUSTRI BULU TIRUAN TENUNAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"710","1313","INDUSTRI PENYELESAIAN AKHIR TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"711","13131","INDUSTRI PENYEMPURNAAN BENANG","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"712","13132","INDUSTRI PENYEMPURNAAN KAIN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"713","13133","INDUSTRI PENCETAKAN KAIN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"714","13134","INDUSTRI BATIK","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"715","139","INDUSTRI TEKSTIL LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"716","1391","INDUSTRI KAIN RAJUTAN DAN SULAMAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"717","13911","INDUSTRI KAIN RAJUTAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"718","13192","INDUSTRI KAIN SULAMAN/BORDIR","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"719","13193","INDUSTRI BULU TIRUAN RAJUTAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"720","1392","INDUSTRI PEMBUATAN BARANG TEKSTIL, BUKAN PAKAIAN JADI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"721","13921","INDUSTRI BARANG JADI TEKSTIL UNTUK KEPERLUAN RUMAH TANGGA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"722","13922","INDUSTRI BARANG JADI TEKSTIL SULAMAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"723","13923","INDUSTRI BANTAL DAN SEJENISNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"724","13924","INDUSTRI BARANG JADI RAJUTAN DAN SULAMAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"725","13925","INDUSTRI KARUNG GONI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"726","13926","INDUSTRI KARUNG BUKAN GONI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"727","13929","INDUSTRI BARANG JADI TEKSTIL LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"728","1393","INDUSTRI KARPET DAN PERMADANI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"729","13930","INDUSTRI KARPET DAN PERMADANI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"730","1394","INDUSTRI TALI DAN BARANG DARI TALI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"731","13941","INDUSTRI TALI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"732","13942","INDUSTRI BARANG DARI TALI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"733","1399","INDUSTRI TEKSTIL LAINNYA YTDL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"734","13991","INDUSTRI KAIN PITA (NARROW FABRIC)","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"735","13992","INDUSTRI YANG MENGHASILKAN KAIN KEPERLUAN INDUSTRI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"736","13993","INDUSTRI NON WOVEN (BUKAN TENUNAN)","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"737","13994","INDUSTRI KAIN BAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"738","13995","INDUSTRI KAPUK","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"739","13999","INDUSTRI TEKSTIL LAINNYA YTDL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"740","14","INDUSTRI PAKAIAN JADI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"741","141","INDUSTRI PAKAIAN JADI DAN PERLENGKAPANNYA, BUKAN PAKAIAN JADI DARI KULIT BERBULU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"742","1411","INDUSTRI PAKAIAN JADI (BUKAN PENJAHITAN DAN PEMBUATAN PAKAIAN)","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"743","14111","INDUSTRI PAKAIAN JADI (KONVEKSI) DARI TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"744","14112","INDUSTRI PAKAIAN JADI (KONVEKSI) DARI KULIT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"745","1412","PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"746","14120","PENJAHITAN DAN PEMBUATAN PAKAIAN SESUAI PESANAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"747","1413","INDUSTRI PERLENGKAPAN PAKAIAN YANG UTAMANYA TERBUAT DARI TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"748","14131","INDUSTRI PERLENGKAPAN PAKAIAN DARI TEKSTIL","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"749","14132","INDUSTRI PERLENGKAPAN PAKAIAN DARI KULIT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"750","142","INDUSTRI PAKAIAN JADI DAN BARANG DARI KULIT BERBULU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"751","1420","INDUSTRI PAKAIAN JADI DAN BARANG DARI KULIT BERBULU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"752","14200","INDUSTRI PAKAIAN JADI DAN BARANG DARI KULIT BERBULU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"753","143","INDUSTRI PAKAIAN JADI RAJUTAN DAN SULAMAN/BORDIR","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"754","1430","INDUSTRI PAKAIAN JADI RAJUTAN DAN SULAMAN/BORDIR","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"755","14301","INDUSTRI PAKAIAN JADI RAJUTAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"756","14302","INDUSTRI PAKAIAN JADI SULAMAN/BORDIR","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"757","14303","INDUSTRI RAJUTAN KAOS KAKI DAN SEJENISNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"758","15","INDUSTRI KULIT, BARANG DARI KULIT DAN ALAS KAKI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"759","151","INDUSTRI KULIT DAN BARANG DARI KULIT, TERMASUK KULIT BUATAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"760","1511","INDUSTRI KULIT DAN KULIT BUATAN, TERMASUK PENCELUPAN KULIT BERBULU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"761","15111","INDUSTRI PENGAWETAN KULIT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"762","15112","INDUSTRI PENYAMAKAN KULIT","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"763","15113","INDUSTRI PENCELUPAN KULIT BULU","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"764","15114","INDUSTRI KULIT BUATAN/IMITASI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"765","1512","INDUSTRI BARANG DARI KULIT DAN KULIT BUATAN, KOPER, TAS TANGAN DAN SEJENISNYA, PELANA DAN ALAT PENGEKANG (HARNESS","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"766","15121","INDUSTRI BARANG DARI KULIT DAN KULIT BUATAN UNTUK KEPERLUAN PRIBADI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"767","15122","INDUSTRI BARANG DARI KULIT DAN KULIT BUATAN UNTUK KEPERLUAN TEKNIK/INDUSTRI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"768","15123","INDUSTRI BARANG DARI KULIT DAN KULIT BUATAN UNTUK KEPERLUAN HEWAN","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"769","15129","INDUSTRI BARANG DARI KULIT DAN KULIT BUATAN UNTUK KEPERLUAN LAINNYA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"770","152","INDUSTRI ALAS KAKI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"771","1520","INDUSTRI ALAS KAKI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"772","15201","INDUSTRI ALAS KAKI UNTUK KEPERLUAN SEHARI-HARI","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"773","15202","INDUSTRI SEPATU OLAHRAGA","","","11/29/2016 08:19:37","","","","6","11/29/2016 08:19:37","",""
"774","15203","INDUSTRI SEPATU TEKNIK LAPANGAN/KEPERLUAN INDUSTRI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"775","15209","INDUSTRI ALAS KAKI LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"776","16","INDUSTRI KAYU, BARANG DARI KAYU DAN GABUS (TIDAK TERMASUK FURNITUR) DAN BARANG ANYAMAN DARI BAMBU, ROTAN DAN SEJENISNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"777","161","INDUSTRI PENGGERGAJIAN DAN PENGAWETAN KAYU, ROTAN, BAMBU DAN SEJENISNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"778","1610","INDUSTRI PENGGERGAJIAN DAN PENGAWETAN KAYU, ROTAN, BAMBU DAN SEJENISNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"779","16101","INDUSTRI PENGGERGAJIAN KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"780","16102","INDUSTRI PENGAWETAN KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"781","16103","INDUSTRI PENGAWETAN ROTAN, BAMBU DAN SEJENISNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"782","16104","INDUSTRI PENGOLAHAN ROTAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"783","162","INDUSTRI BARANG DARI KAYU; INDUSTRI BARANG DARI GABUS DAN BARANG ANYAMAN DARI JERAMI, ROTAN, BAMBU DAN SEJENIS LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"784","1621","INDUSTRI KAYU LAPIS, VENEER DAN SEJENISNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"785","16211","INDUSTRI KAYU LAPIS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"786","16212","INDUSTRI KAYU LAPIS LAMINASI, TERMASUK DECORATIVE PLYWOOD","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"787","16213","INDUSTRI PANEL KAYU LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"788","16214","INDUSTRI VENEER","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"789","1622","INDUSTRI BARANG BANGUNAN DARI KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"790","16221","INDUSTRI BARANG BANGUNAN DARI KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"791","16222","INDUSTRI BANGUNAN PRAFABRIKASI DARI KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"792","1623","INDUSTRI WADAH DARI KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"793","16230","INDUSTRI WADAH DARI KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"794","1629","INDUSTRI BARANG LAINNYA DARI KAYU; INDUSTRI BARANG DARI GABUS DAN BARANG ANYAMAN DARI JERAMI, ROTAN, BAMBU DAN SEJENISNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"795","16291","INDUSTRI BARANG ANYAMAN DARI ROTAN DAN BAMBU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"796","16292","INDUSTRI BARANG ANYAMAN DARI TANAMAN BUKAN ROTAN DAN BAMBU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"797","16293","INDUSTRI KERAJINAN UKIRAN DARI KAYU BUKAN MEBELLER","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"798","16294","INDUSTRI ALAT DAPUR DARI KAYU, ROTAN DAN BAMBU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"799","16295","INDUSTRI KAYU BAKAR DAN PELET KAYU","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"800","16299","INDUSTRI BARANG DARI KAYU, ROTAN, GABUS LAINNYA YTDL","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"801","17","INDUSTRI KERTAS DAN BARANG DARI KERTAS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"802","170","INDUSTRI KERTAS DAN BARANG DARI KERTAS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"803","1701","INDUSTRI BUBUR KERTAS, KERTAS DAN PAPAN KERTAS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"804","17011","INDUSTRI BUBUR KERTAS (PULP)","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"805","17012","INDUSTRI KERTAS BUDAYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"806","17013","INDUSTRI KERTAS BERHARGA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"807","17014","INDUSTRI KERTAS KHUSUS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"808","17019","INDUSTRI KERTAS LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"809","1702","INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG DAN WADAH DARI KERTAS DAN PAPAN KERTAS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"810","17021","INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"811","17022","INDUSTRI KEMASAN DAN KOTAK DARI KERTAS DAN KARTON","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"812","1709","INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"813","17091","INDUSTRI KERTAS TISSUE","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"814","17099","INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA YTDL","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"815","18","INDUSTRI PENCETAKAN DAN REPRODUKSI MEDIA REKAMAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"816","181","INDUSTRI PENCETAKAN DAN KEGIATAN YBDI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"817","1811","INDUSTRI PENCETAKAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"818","18111","INDUSTRI PENCETAKAN UMUM","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"819","18112","INDUSTRI PENCETAKAN KHUSUS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"820","1812","KEGIATAN JASA PENUNJANG PENCETAKAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"821","18120","KEGIATAN JASA PENUNJANG PENCETAKAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"822","182","REPRODUKSI MEDIA REKAMAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"823","1820","REPRODUKSI MEDIA REKAMAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"824","18201","REPRODUKSI MEDIA REKAMAN SUARA DAN PIRANTI LUNAK","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"825","18202","REPRODUKSI MEDIA REKAMAN FILM DAN VIDEO","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"826","19","INDUSTRI PRODUK DARI BATU BARA DAN PENGILANGAN MINYAK BUMI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"827","191","INDUSTRI PRODUK DARI BATU BARA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"828","1910","INDUSTRI PRODUK DARI BATU BARA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"829","19100","INDUSTRI PRODUK DARI BATU BARA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"830","192","INDUSTRI PRODUK PENGILANGAN MINYAK BUMI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"831","1921","INDUSTRI BAHAN BAKAR DAN MINYAK PELUMAS HASIL PENGILANGAN MINYAK BUMI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"832","19211","INDUSTRI BAHAN BAKAR DARI PEMURNIAN DAN PENGILANGAN MINYAK BUMI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"833","19212","INDUSTRI PEMBUATAN MINYAK PELUMAS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"834","19213","INDUSTRI PENGOLAHAN KEMBALI MINYAK PELUMAS BEKAS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"835","1929","INDUSTRI PRODUK PENGILANGAN MINYAK BUMI LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"836","19291","INDUSTRI PRODUK DARI HASIL KILANG MINYAK BUMI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"837","19292","INDUSTRI BRIKET BATU BARA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"838","20","INDUSTRI BAHAN KIMIA DAN BARANG DARI BAHAN KIMIA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"839","201","INDUSTRI BAHAN KIMIA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"840","2011","INDUSTRI KIMIA DASAR","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"841","20111","INDUSTRI KIMIA DASAR ANORGANIK KHLOR DAN ALKALI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"842","20112","INDUSTRI KIMIA DASAR ANORGANIK GAS INDUSTRI","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"843","20113","INDUSTRI KIMIA DASAR ANORGANIK PIGMEN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"844","20114","INDUSTRI KIMIA DASAR ANORGANIK LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"845","20115","INDUSTRI KIMIA DASAR ORGANIK YANG BERSUMBER DARI HASIL PERTANIAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"846","20116","INDUSTRI KIMIA DASAR ORGANIK UNTUK BAHAN BAKU ZAT WARNA DAN PIGMEN,ZAT WARNA DAN PIGMEN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"847","20117","INDUSTRI KIMIA DASAR ORGANIK YANG BERSUMBER DARI MINYAK BUMI, GAS ALAM DAN BATU BARA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"848","20118","INDUSTRI KIMIA DASAR ORGANIK YANG MENGHASILKAN BAHAN KIMIA KHUSUS","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"849","20119","INDUSTRI KIMIA DASAR ORGANIK LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"850","2012","INDUSTRI PUPUK DAN BAHAN SENYAWA NITROGEN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"851","20121","INDUSTRI PUPUK ALAM/NON SINTETIS HARA MAKRO PRIMER","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"852","20122","INDUSTRI PUPUK BUATAN TUNGGAL HARA MAKRO PRIMER","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"853","20123","INDUSTRI PUPUK BUATAN MAJEMUK HARA MAKRO PRIMER","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"854","20124","INDUSTRI PUPUK BUATAN CAMPURAN HARA MAKRO PRIMER","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"855","20125","INDUSTRI PUPUK HARA MAKRO SEKUNDER","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"856","20126","INDUSTRI PUPUK HARA MIKRO","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"857","20127","INDUSTRI PUPUK PELENGKAP","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"858","20128","INDUSTRI MEDIA TANAM","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"859","20129","INDUSTRI PUPUK LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"860","2013","INDUSTRI PLASTIK DAN KARET BUATAN DALAM BENTUK DASAR","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"861","20131","INDUSTRI DAMAR BUATAN (RESIN SINTETIS) DAN BAHAN BAKU PLASTIK","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"862","20132","INDUSTRI KARET BUATAN","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"863","202","INDUSTRI BARANG KIMIA LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"864","2021","INDUSTRI PESTISIDA DAN PRODUK AGROKIMIA LAINNYA","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"865","20211","INDUSTRI BAHAN BAKU PEMBERANTAS HAMA (BAHAN AKTIF)","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
"866","20212","INDUSTRI PEMBERANTAS HAMA (FORMULASI)","","","11/29/2016 08:19:38","","","","6","11/29/2016 08:19:38","",""
